,+/-,3P,3P%,3PA,3PAr,AST,BLK,Code,DRB,Day,FG,FG%,FGA,FT,FT%,FTA,FTr,Home,Losses,Month,ORB,PF,PTS,STL,Starters MP,TOV,TS%,Wins,Year,eFG%,Date,Checker,Team,Spread,Line
23,-30,5,0.23809523809523808,21,0.06493506493506493,19,5,milchi,35,03,27,0.35064935064935066,77,13,0.7647058823529411,17,0.16883116883116883,0,2,11,10,25,72,4,30.21333333333333,19,0.4261363636363636,0,2007,0.38311688311688313,20071103,20071103milchi,Chicago, -2.5,-110
24,25,8,0.47058823529411764,17,0.1,24,5,phibrk,35,03,33,0.4125,80,19,0.76,25,0.2375,0,1,11,12,24,93,7,30.19666666666667,16,0.510989010989011,1,2007,0.4625,20071103,20071103phibrk,Brooklyn, -2.5,-110
25,-115,13,0.41935483870967744,31,0.16455696202531644,23,3,utagsw,19,03,40,0.5063291139240507,79,17,0.7083333333333334,24,0.21518987341772153,0,2,11,11,25,110,10,32.50666666666667,20,0.6141134435015632,0,2007,0.5886075949367089,20071103,20071103utagsw,Golden State, +8.5,-110
26,60,10,0.3333333333333333,30,0.12987012987012986,21,4,wasorl,37,03,33,0.42857142857142855,77,18,0.8571428571428571,21,0.23376623376623376,0,1,11,9,19,94,6,39.31,13,0.5449907235621522,1,2007,0.4935064935064935,20071103,20071103wasorl,Orlando, +2,-110
27,25,8,0.3333333333333333,24,0.09302325581395349,22,8,dennop,41,04,33,0.38372093023255816,86,19,0.7307692307692307,26,0.22093023255813954,0,0,11,12,22,93,10,31.193333333333335,15,0.4772167487684729,2,2007,0.43023255813953487,20071104,20071104dennop,New Orleans, +6,-110
28,-5,4,0.4,10,0.05555555555555555,15,7,detatl,29,04,33,0.4583333333333333,72,21,0.8076923076923077,26,0.2916666666666667,0,0,11,12,16,91,8,35.776666666666664,19,0.5453020134228188,1,2007,0.4861111111111111,20071104,20071104detatl,Atlanta, +8.5,-110
29,-50,3,0.21428571428571427,14,0.036585365853658534,25,3,laluta,23,04,40,0.4878048780487805,82,26,0.7222222222222222,36,0.3170731707317073,0,1,11,9,29,109,9,35.44333333333333,16,0.5570318887980376,2,2007,0.5060975609756098,20071104,20071104laluta,Utah, -2,-110
30,10,8,0.4444444444444444,18,0.11594202898550725,19,1,miacho,31,04,32,0.463768115942029,69,18,0.8181818181818182,22,0.2608695652173913,0,0,11,9,24,90,8,37.42666666666667,18,0.5719369598373156,1,2007,0.5217391304347826,20071104,20071104miacho,Charlotte, +3.5,-110
31,-20,9,0.5294117647058824,17,0.10344827586206896,14,5,nykmin,27,04,39,0.4482758620689655,87,6,0.6,10,0.06896551724137931,0,1,11,14,31,93,5,33.10333333333333,13,0.5087527352297593,0,2007,0.5,20071104,20071104nykmin,Minnesota, +9.5,-110
32,-55,5,0.3125,16,0.056818181818181816,19,6,phocle,39,04,39,0.4431818181818182,88,9,0.75,12,0.10227272727272728,0,1,11,12,21,92,4,37.31666666666666,20,0.49313893653516294,1,2007,0.4715909090909091,20071104,20071104phocle,Cleveland, +8.5,-110
33,15,12,0.46153846153846156,26,0.15584415584415584,21,3,torbos,34,04,34,0.44155844155844154,77,18,0.8571428571428571,21,0.23376623376623376,0,0,11,8,28,98,7,38.730000000000004,17,0.5681818181818182,1,2007,0.5194805194805194,20071104,20071104torbos,Boston, +2,-110
34,-45,5,0.23809523809523808,21,0.056818181818181816,20,7,dalhou,27,05,37,0.42045454545454547,88,19,0.9047619047619048,21,0.2159090909090909,0,0,11,11,23,98,6,31.830000000000002,10,0.5039078568490334,3,2007,0.44886363636363635,20071105,20071105dalhou,Houston, +5,-110
35,30,9,0.45,20,0.11392405063291139,23,6,chilac,30,06,36,0.45569620253164556,79,16,0.6666666666666666,24,0.20253164556962025,0,0,11,12,24,97,7,33.593333333333334,15,0.5415364001786511,2,2007,0.5126582278481012,20071106,20071106chilac,L.A. Clippers, +7,-110
36,20,9,0.375,24,0.10344827586206896,30,4,gswcle,38,06,41,0.47126436781609193,87,17,0.68,25,0.19540229885057472,0,2,11,9,23,108,7,36.876666666666665,12,0.5510204081632653,1,2007,0.5229885057471264,20071106,20071106gswcle,Cleveland, -1,-110
37,-40,3,0.375,8,0.043478260869565216,14,9,housas,24,06,32,0.463768115942029,69,14,0.6086956521739131,23,0.2028985507246377,0,0,11,4,17,81,10,29.663333333333334,12,0.5118806875631952,3,2007,0.4855072463768116,20071106,20071106housas,San Antonio, -1.5,-110
38,70,14,0.56,25,0.15730337078651685,29,3,lalnop,34,06,42,0.47191011235955055,89,20,0.9090909090909091,22,0.2247191011235955,0,0,11,9,17,118,8,32.696666666666665,12,0.5978921767328739,3,2007,0.550561797752809,20071106,20071106lalnop,New Orleans, +3.5,-110
39,-135,8,0.47058823529411764,17,0.1038961038961039,21,2,miltor,26,06,32,0.4155844155844156,77,13,0.7222222222222222,18,0.16883116883116883,0,1,11,6,22,85,8,17.5,15,0.5004710315591144,2,2007,0.4675324675324675,20071106,20071106miltor,Toronto, -2.5,-110
40,40,10,0.4166666666666667,24,0.136986301369863,21,2,minorl,30,06,35,0.4794520547945205,73,31,0.7045454545454546,44,0.4246575342465753,0,1,11,10,21,111,7,37.25333333333334,9,0.600909484625379,2,2007,0.547945205479452,20071106,20071106minorl,Orlando, -6.5,-110
41,-35,6,0.375,16,0.06976744186046512,20,7,nykden,28,06,43,0.5,86,20,0.625,32,0.23255813953488372,0,1,11,12,27,112,7,35.67333333333334,12,0.5595523581135092,2,2007,0.5348837209302325,20071106,20071106nykden,Denver, -2.5,-110
42,-45,11,0.4074074074074074,27,0.12790697674418605,21,3,atlpho,30,07,35,0.4069767441860465,86,15,0.8823529411764706,17,0.1744186046511628,0,1,11,10,18,96,5,39.416666666666664,14,0.5134788189987163,3,2007,0.47093023255813954,20071107,20071107atlpho,Phoenix, -5.5,-110
43,-130,7,0.3684210526315789,19,0.0945945945945946,23,1,bosden,22,07,34,0.4594594594594595,74,18,0.75,24,0.24324324324324326,0,2,11,5,22,93,11,28.04666666666667,24,0.5499053926206244,2,2007,0.5067567567567568,20071107,20071107bosden,Denver, +6.5,-110
44,75,8,0.5333333333333333,15,0.0963855421686747,18,2,indlac,40,07,34,0.40963855421686746,83,28,0.8,35,0.3373493975903614,0,0,11,13,22,104,8,30.763333333333332,16,0.5284552845528455,3,2007,0.4578313253012048,20071107,20071107indlac,L.A. Clippers, +5.5,-110
45,-155,0,0.0,13,0.0,16,3,phicho,28,07,23,0.30666666666666664,75,17,0.7391304347826086,23,0.22666666666666666,0,1,11,18,21,63,5,24.833333333333336,26,0.3700657894736842,2,2007,0.30666666666666664,20071107,20071107phicho,Charlotte, +3,-110
46,-15,3,0.25,12,0.034482758620689655,16,3,pornop,34,07,34,0.39080459770114945,87,19,0.8636363636363636,22,0.21839080459770116,0,0,11,16,20,90,7,32.486666666666665,12,0.46545304095986756,4,2007,0.40804597701149425,20071107,20071107pornop,New Orleans, -2.5,-110
47,-48,4,0.3076923076923077,13,0.0547945205479452,20,2,sasmia,26,07,31,0.4246575342465753,73,12,0.5714285714285714,21,0.1643835616438356,0,3,11,7,20,78,9,30.736666666666668,14,0.4742217898832685,0,2007,0.4520547945205479,20071107,20071107sasmia,Miami, +10.5,-110
48,45,12,0.3870967741935484,31,0.15789473684210525,25,5,tororl,44,07,38,0.5,76,17,0.7727272727272727,22,0.2236842105263158,0,1,11,7,19,105,2,37.019999999999996,17,0.6127450980392156,3,2007,0.5789473684210527,20071107,20071107tororl,Orlando, +4.5,-110
49,-10,8,0.4,20,0.09411764705882353,20,7,utacle,32,07,37,0.43529411764705883,85,19,0.6551724137931034,29,0.2235294117647059,0,2,11,15,28,101,12,36.53666666666667,18,0.5165711947626841,2,2007,0.4823529411764706,20071107,20071107utacle,Cleveland, +8.5,-110
50,-20,6,0.3333333333333333,18,0.08333333333333333,17,2,chidet,29,08,32,0.4444444444444444,72,23,0.7666666666666667,30,0.3194444444444444,0,0,11,7,24,93,6,37.93666666666667,17,0.5457746478873239,3,2007,0.4861111111111111,20071108,20071108chidet,Detroit, -1,-110
51,25,10,0.4166666666666667,24,0.11904761904761904,25,5,gswdal,39,08,42,0.5,84,26,0.8666666666666667,30,0.30952380952380953,0,1,11,10,29,120,1,25.333333333333332,12,0.6172839506172839,3,2007,0.5595238095238095,20071108,20071108gswdal,Dallas, -7.5,-110
52,-115,5,0.45454545454545453,11,0.07142857142857142,17,6,bosatl,21,09,30,0.42857142857142855,70,18,0.72,25,0.2571428571428571,0,2,11,8,23,83,9,31.843333333333334,19,0.5123456790123457,2,2007,0.4642857142857143,20071109,20071109bosatl,Atlanta, +8.5,-110
53,-120,3,0.23076923076923078,13,0.04054054054054054,12,3,detlac,26,09,26,0.35135135135135137,74,24,0.8571428571428571,28,0.32432432432432434,0,0,11,7,19,79,2,30.740000000000002,12,0.4575996292863763,4,2007,0.3716216216216216,20071109,20071109detlac,L.A. Clippers, +7.5,-110
54,-80,4,0.2222222222222222,18,0.047619047619047616,16,3,houmil,31,09,32,0.38095238095238093,84,20,0.8333333333333334,24,0.23809523809523808,0,2,11,11,21,88,6,34.733333333333334,11,0.4653130287648054,2,2007,0.40476190476190477,20071109,20071109houmil,Milwaukee, +9.5,-110
55,-70,8,0.38095238095238093,21,0.08421052631578947,19,5,lalmin,26,09,37,0.3894736842105263,95,11,0.7857142857142857,14,0.11578947368421053,0,3,11,18,30,93,10,33.306666666666665,15,0.4596678529062871,0,2007,0.43157894736842106,20071109,20071109lalmin,Minnesota, +10.5,-110
56,25,15,0.45454545454545453,33,0.16853932584269662,22,5,miapho,32,09,39,0.43820224719101125,89,13,0.8666666666666667,15,0.14606741573033707,0,2,11,11,17,106,12,34.32333333333333,12,0.5543933054393306,3,2007,0.5224719101123596,20071109,20071109miapho,Phoenix, -6.5,-110
57,50,9,0.3103448275862069,29,0.10588235294117647,24,5,nykorl,31,09,40,0.47058823529411764,85,23,0.8214285714285714,28,0.27058823529411763,0,1,11,9,23,112,10,35.00666666666667,15,0.5754212905877518,4,2007,0.5235294117647059,20071109,20071109nykorl,Orlando, -1,-110
58,10,9,0.5,18,0.12162162162162163,25,2,phitor,32,09,34,0.4594594594594595,74,28,0.7567567567567568,37,0.3783783783783784,0,3,11,13,20,105,7,28.02666666666666,15,0.5815241470979176,2,2007,0.5202702702702703,20071109,20071109phitor,Toronto, +1,-110
59,-60,7,0.3333333333333333,21,0.07865168539325842,19,3,pormem,29,09,37,0.4157303370786517,89,17,0.7083333333333334,24,0.19101123595505617,0,2,11,15,27,98,4,31.1,12,0.49216552832462834,1,2007,0.4550561797752809,20071109,20071109pormem,Memphis, +1.5,-110
60,10,7,0.28,25,0.07608695652173914,14,3,saccle,31,09,35,0.3804347826086957,92,16,0.7272727272727273,22,0.17391304347826086,0,3,11,18,25,93,9,33.29666666666667,11,0.45731707317073167,2,2007,0.41847826086956524,20071109,20071109saccle,Cleveland, -6,-110
61,130,12,0.48,25,0.13636363636363635,32,0,wasden,30,09,45,0.5113636363636364,88,16,0.8421052631578947,19,0.18181818181818182,0,3,11,13,25,118,15,28.476666666666667,19,0.6122872561228726,2,2007,0.5795454545454546,20071109,20071109wasden,Denver, -2.5,-110
62,150,10,0.5,20,0.13333333333333333,36,2,chitor,37,10,41,0.5466666666666666,75,9,0.9,10,0.12,0,3,11,7,22,101,10,23.696666666666665,23,0.6360201511335012,3,2007,0.6133333333333333,20071110,20071110chitor,Toronto, +6,-110
63,35,12,0.3870967741935484,31,0.14634146341463414,23,6,indden,41,10,36,0.43902439024390244,82,29,0.8529411764705882,34,0.35365853658536583,0,3,11,7,18,113,14,31.29333333333334,22,0.5827145214521452,3,2007,0.5121951219512195,20071110,20071110indden,Denver, PK,-110
64,50,12,0.41379310344827586,29,0.1276595744680851,29,2,orlpho,32,10,45,0.4787234042553192,94,4,0.8,5,0.0425531914893617,0,2,11,10,16,106,5,35.269999999999996,11,0.5509355509355509,4,2007,0.5425531914893617,20071110,20071110orlpho,Phoenix, PK,-110
65,-45,4,0.25,16,0.04878048780487805,13,2,pordal,31,10,29,0.35365853658536583,82,20,0.9523809523809523,21,0.24390243902439024,0,1,11,14,24,82,3,27.383333333333336,13,0.44936431389741344,4,2007,0.3780487804878049,20071110,20071110pordal,Dallas, -8,-110
66,-35,3,0.21428571428571427,14,0.036585365853658534,15,7,sacmin,26,10,36,0.43902439024390244,82,18,0.75,24,0.21951219512195122,0,4,11,17,30,93,4,26.926666666666666,17,0.5023768366464996,0,2007,0.4573170731707317,20071110,20071110sacmin,Minnesota, +4.5,-110
67,-120,8,0.47058823529411764,17,0.11764705882352941,19,4,utamem,30,10,32,0.47058823529411764,68,22,0.6666666666666666,33,0.3235294117647059,0,3,11,8,20,94,5,26.253333333333337,25,0.5695588948133786,1,2007,0.5294117647058824,20071110,20071110utamem,Memphis, +11,-110
68,55,5,0.29411764705882354,17,0.056818181818181816,26,3,atlwas,35,11,38,0.4318181818181818,88,20,0.8,25,0.22727272727272727,0,5,11,18,25,101,4,35.64333333333333,12,0.51010101010101,0,2007,0.4602272727272727,20071111,20071111atlwas,Washington, +4.5,-110
69,40,3,0.23076923076923078,13,0.03614457831325301,17,4,laccle,28,11,42,0.5060240963855421,83,16,0.5925925925925926,27,0.1927710843373494,0,3,11,15,22,103,10,30.880000000000003,15,0.5427908937605397,3,2007,0.5240963855421686,20071111,20071111laccle,Cleveland, -1,-110
70,15,6,0.24,25,0.0821917808219178,21,4,nykmia,33,11,32,0.4383561643835616,73,5,0.5555555555555556,9,0.0684931506849315,0,5,11,10,17,75,10,38.85666666666667,16,0.48726611226611233,0,2007,0.4794520547945205,20071111,20071111nykmia,Miami, +3,-110
71,105,10,0.5,20,0.125,21,1,phinop,34,11,38,0.475,80,9,0.6923076923076923,13,0.1125,0,2,11,11,21,95,10,26.553333333333335,16,0.554129724685021,4,2007,0.5375,20071111,20071111phinop,New Orleans, -2.5,-110
72,-125,2,0.16666666666666666,12,0.024390243902439025,17,6,sasmil,24,11,34,0.4146341463414634,82,18,0.6666666666666666,27,0.21951219512195122,0,3,11,15,23,88,6,26.793333333333333,14,0.4686834256497657,2,2007,0.4268292682926829,20071111,20071111sasmil,Milwaukee, +10.5,-110
73,-110,7,0.3684210526315789,19,0.08139534883720931,18,2,dencle,28,12,36,0.4186046511627907,86,21,0.5526315789473685,38,0.2441860465116279,0,3,11,17,24,100,4,22.229999999999997,14,0.4867601246105919,4,2007,0.45930232558139533,20071112,20071112dencle,Cleveland, +6.5,-110
74,-120,9,0.47368421052631576,19,0.11538461538461539,16,1,utasac,22,12,35,0.44871794871794873,78,14,0.7368421052631579,19,0.1794871794871795,0,4,11,10,26,93,5,34.019999999999996,18,0.5384437239462714,2,2007,0.5064102564102564,20071112,20071112utasac,Sacramento, +13,-110
75,-75,5,0.5,10,0.06097560975609756,21,5,dalphi,35,13,33,0.4024390243902439,82,13,0.7222222222222222,18,0.15853658536585366,0,4,11,12,27,84,4,34.25666666666667,18,0.4670818505338078,2,2007,0.4329268292682927,20071113,20071113dalphi,Philadelphia, +12,-110
76,75,6,0.2857142857142857,21,0.0821917808219178,17,8,indbos,35,13,31,0.4246575342465753,73,33,0.75,44,0.4520547945205479,0,0,11,7,24,101,12,34.72,13,0.5467734950194889,5,2007,0.4657534246575342,20071113,20071113indbos,Boston, -6.5,-110
77,-30,4,0.21052631578947367,19,0.04819277108433735,17,3,memhou,27,13,39,0.46987951807228917,83,17,0.7083333333333334,24,0.20481927710843373,0,1,11,9,29,99,10,28.51,9,0.5290722530996153,6,2007,0.4939759036144578,20071113,20071113memhou,Houston, -6.5,-110
78,-55,6,0.375,16,0.06976744186046512,19,3,phonyk,24,13,40,0.46511627906976744,86,16,0.7272727272727273,22,0.18604651162790697,0,3,11,12,26,102,9,28.99,17,0.5330267558528428,2,2007,0.5,20071113,20071113phonyk,New York, +11.5,-110
79,-40,8,0.5,16,0.09523809523809523,22,3,pordet,25,13,37,0.44047619047619047,84,12,0.75,16,0.14285714285714285,0,1,11,11,21,94,6,36.916666666666664,11,0.516256590509666,5,2007,0.4880952380952381,20071113,20071113pordet,Detroit, -4.5,-110
80,-75,2,0.125,16,0.024390243902439025,15,9,saslal,40,13,36,0.43902439024390244,82,18,0.8571428571428571,21,0.21951219512195122,0,2,11,10,14,92,6,24.270000000000003,19,0.5041648399824639,3,2007,0.45121951219512196,20071113,20071113saslal,L.A. Lakers, +8.5,-110
81,-40,8,0.5,16,0.0963855421686747,19,6,atlcho,17,14,41,0.4939759036144578,83,19,0.7037037037037037,27,0.2289156626506024,0,3,11,12,22,109,12,30.543333333333333,13,0.5744097807757167,4,2007,0.5421686746987951,20071114,20071114atlcho,Charlotte, +5,-110
82,-110,4,0.2857142857142857,14,0.05555555555555555,14,6,bosbrk,24,14,24,0.3333333333333333,72,17,0.53125,32,0.2361111111111111,0,3,11,18,23,69,4,27.586666666666662,20,0.40078996282527884,4,2007,0.3611111111111111,20071114,20071114bosbrk,Brooklyn, +10,-110
83,5,11,0.36666666666666664,30,0.12790697674418605,30,5,cleorl,34,14,41,0.47674418604651164,86,24,0.7741935483870968,31,0.27906976744186046,0,2,11,8,21,117,6,43.11333333333333,14,0.5871136089923725,6,2007,0.5406976744186046,20071114,20071114cleorl,Orlando, +3.5,-110
84,-85,4,0.21052631578947367,19,0.04878048780487805,22,3,denpor,23,14,32,0.3902439024390244,82,25,0.6944444444444444,36,0.3048780487804878,0,3,11,14,25,93,11,28.93,17,0.47526573998364674,4,2007,0.4146341463414634,20071114,20071114denpor,Portland, +10,-110
85,35,6,0.46153846153846156,13,0.07228915662650602,30,5,gswdet,34,14,44,0.5301204819277109,83,17,0.68,25,0.20481927710843373,0,2,11,11,17,111,4,38.25666666666667,14,0.5904255319148937,5,2007,0.5662650602409639,20071114,20071114gswdet,Detroit, -2.5,-110
86,15,8,0.47058823529411764,17,0.1111111111111111,14,4,houlal,38,14,32,0.4444444444444444,72,21,0.75,28,0.2916666666666667,0,3,11,10,30,93,8,31.276666666666664,19,0.5514705882352942,3,2007,0.5,20071114,20071114houlal,L.A. Lakers, +7.5,-110
87,-15,1,0.07692307692307693,13,0.012345679012345678,14,4,lacnyk,41,14,28,0.345679012345679,81,24,0.7272727272727273,33,0.2962962962962963,0,4,11,18,20,81,5,32.85333333333333,20,0.4239949748743719,2,2007,0.35185185185185186,20071114,20071114lacnyk,New York, +7,-110
88,-15,6,0.3333333333333333,18,0.07317073170731707,24,7,milmem,30,14,39,0.47560975609756095,82,15,0.7894736842105263,19,0.18292682926829268,0,4,11,13,17,99,6,31.18333333333333,12,0.547808764940239,2,2007,0.5121951219512195,20071114,20071114milmem,Memphis, +6.5,-110
89,-25,11,0.44,25,0.14102564102564102,26,2,minsac,23,14,39,0.5,78,14,1.0,14,0.1794871794871795,0,5,11,3,18,103,9,35.836666666666666,16,0.6119296577946768,2,2007,0.5705128205128205,20071114,20071114minsac,Sacramento, +3,-110
90,20,3,0.2727272727272727,11,0.03896103896103896,23,4,toruta,36,14,33,0.42857142857142855,77,23,0.7931034482758621,29,0.2987012987012987,0,2,11,10,15,92,12,37.19666666666667,15,0.5124777183600713,6,2007,0.44805194805194803,20071114,20071114toruta,Utah, -1,-110
91,-65,8,0.36363636363636365,22,0.09523809523809523,18,6,wasind,26,14,33,0.39285714285714285,84,16,0.8421052631578947,19,0.19047619047619047,0,4,11,12,26,90,7,32.32666666666667,15,0.48722390645300995,3,2007,0.44047619047619047,20071114,20071114wasind,Indiana, +6,-110
92,-65,6,0.4,15,0.075,17,1,dalsas,23,15,32,0.4,80,22,0.7857142857142857,28,0.275,0,1,11,15,25,92,7,25.78333333333333,14,0.4982668977469671,7,2007,0.4375,20071115,20071115dalsas,San Antonio, +2.5,-110
93,-50,5,0.3125,16,0.05434782608695652,16,4,phochi,32,15,39,0.42391304347826086,92,19,0.7916666666666666,24,0.20652173913043478,0,5,11,15,18,102,8,36.75333333333334,14,0.49726989079563183,1,2007,0.45108695652173914,20071115,20071115phochi,Chicago, +8,-110
94,-5,5,0.2777777777777778,18,0.06756756756756757,18,7,bosmia,29,16,35,0.47297297297297297,74,16,0.5714285714285714,28,0.21621621621621623,0,7,11,4,16,91,8,35.97333333333333,11,0.5271084337349398,1,2007,0.5067567567567568,20071116,20071116bosmia,Miami, +11,-110
95,-25,4,0.3333333333333333,12,0.047619047619047616,23,6,cleuta,31,16,34,0.40476190476190477,84,22,0.8461538461538461,26,0.2619047619047619,0,2,11,13,26,94,8,33.153333333333336,15,0.4924559932942163,7,2007,0.42857142857142855,20071116,20071116cleuta,Utah, -1,-110
96,-85,12,0.41379310344827586,29,0.1411764705882353,28,5,gswlac,32,16,35,0.4117647058823529,85,23,0.7666666666666667,30,0.27058823529411763,0,2,11,11,24,105,3,32.236666666666665,11,0.5346232179226069,5,2007,0.4823529411764706,20071116,20071116gswlac,L.A. Clippers, +4.5,-110
97,-60,3,0.21428571428571427,14,0.039473684210526314,19,7,laldet,34,16,33,0.4342105263157895,76,22,0.8148148148148148,27,0.2894736842105263,0,2,11,14,23,91,6,33.47,17,0.5177514792899408,6,2007,0.45394736842105265,20071116,20071116laldet,Detroit, +3,-110
